st,041053,41  ,JONDARYAN POST OFFICE                   ,01/1887,       ,-27.3675, 151.5897,GPS            ,QLD, 382.0,      ,     ,2003,2018,#
st,088023,88  ,LAKE EILDON                             ,10/1887,       ,-37.2313, 145.9124,GPS            ,VIC, 230.0,      ,94882,2003,2018,#
st,031037,31  ,LOW ISLES LIGHTHOUSE                    ,01/1887,       ,-16.3842, 145.5592,GPS            ,QLD,   2.9,   3.9,94285,2003,2018,#
st,040120,40  ,LOWOOD DON ST                           ,01/1887,       ,-27.4618, 152.5745,GPS            ,QLD,  51.0,      ,     ,2003,2018,#
st,023309,23B ,LYNDOCH                                 ,01/1887,       ,-34.5964, 138.8733,GPS            ,SA , 188.0,      ,     ,2003,2018,#
st,023730,23C ,MEADOWS                                 ,01/1887,       ,-35.1797, 138.7647,GPS            ,SA , 360.0,      ,     ,2003,2018,#
st,087042,87  ,MEREDITH                                ,01/1887,       ,-37.8344, 144.0635,GPS            ,VIC, 355.0,      ,     ,2003,2018,#
st,027015,27  ,MORETON TELEGRAPH STATION               ,01/1887,       ,-12.4536, 142.6389,GPS            ,QLD,  40.0,      ,     ,2003,2018,#
st,077034,77  ,QUAMBATOOK SOUTH                        ,01/1887,       ,-35.9296, 143.4992,GPS            ,VIC,  95.0,      ,     ,2003,2018,#
st,023343,23B ,ROSEDALE (TURRETFIELD RESEARCH CENTRE)  ,01/1887,       ,-34.5519, 138.8342,GPS            ,SA , 116.0,      ,95674,2003,2018,#
st,024530,24B ,SEDAN (SANDLETON)                       ,01/1887,       ,-34.4584, 139.3597,GPS            ,SA ,  78.0,      ,     ,2003,2018,#
st,080009,80  ,ST ARNAUD (COONOOER BRIDGE)             ,06/1887,       ,-36.4774, 143.3525,GPS            ,VIC, 205.0,      ,     ,2003,2018,#
st,057018,57  ,TABULAM POST OFFICE                     ,01/1887,       ,-28.8914, 152.5663,GPS            ,NSW, 130.0,      ,     ,2003,2018,#
st,071000,71  ,ADAMINABY ALPINE TOURIST PARK           ,01/1886,       ,-35.9962, 148.7693,GPS            ,NSW,1015.0,      ,     ,2003,2018,#
st,023732,23C ,ADELAIDE (MORPHETT VALE)                ,01/1886,       ,-35.1351, 138.5274,GPS            ,SA ,  92.0,      ,     ,2003,2018,#
st,048168,48  ,ANGLEDOOL (ANGLEDOOL STATION)           ,01/1886,       ,-29.1173, 147.8993,GPS            ,NSW, 150.0,      ,     ,2003,2018,#
st,036007,36  ,BARCALDINE POST OFFICE                  ,01/1886,       ,-23.5544, 145.2883,GPS            ,QLD, 266.9,      ,94350,2003,2018,#
st,068003,68  ,BERRY MASONIC VILLAGE                   ,01/1886,       ,-34.7810, 150.6917,GPS            ,NSW,  10.0,      ,     ,2003,2018,#
st,010515,10A ,BEVERLEY                                ,01/1886,       ,-32.1083, 116.9247,GPS            ,WA , 199.0,      ,95615,2003,2018,#
st,038003,38  ,BOULIA AIRPORT                          ,01/1886,       ,-22.9117, 139.9039,GPS            ,QLD, 161.8, 158.3,94333,2003,2018,#
